,entity,code,year,human_food,animal_feed,processed
1968,Cote d'Ivoire,CIV,1964,0.0,,
1969,Cote d'Ivoire,CIV,1965,0.0,,
1970,Cote d'Ivoire,CIV,1966,0.0,,
1971,Cote d'Ivoire,CIV,1967,0.0,,
1972,Cote d'Ivoire,CIV,1968,0.0,,
1973,Cote d'Ivoire,CIV,1969,0.0,,
1974,Cote d'Ivoire,CIV,1970,0.0,,
1975,Cote d'Ivoire,CIV,1971,0.0,,
1976,Cote d'Ivoire,CIV,1972,0.0,,
1977,Cote d'Ivoire,CIV,1973,0.0,,
1978,Cote d'Ivoire,CIV,1974,0.0,,
1979,Cote d'Ivoire,CIV,1975,0.0,,
1980,Cote d'Ivoire,CIV,1976,0.0,,
1981,Cote d'Ivoire,CIV,1977,0.0,,
1982,Cote d'Ivoire,CIV,1978,0.0,,
1983,Cote d'Ivoire,CIV,1979,0.0,,
1984,Cote d'Ivoire,CIV,1980,3000.0,,
1985,Cote d'Ivoire,CIV,1981,2000.0,,
1986,Cote d'Ivoire,CIV,1982,1000.0,,
1987,Cote d'Ivoire,CIV,1983,2000.0,,
1988,Cote d'Ivoire,CIV,1984,2000.0,,
1989,Cote d'Ivoire,CIV,1985,0.0,,
1990,Cote d'Ivoire,CIV,1986,0.0,,
1991,Cote d'Ivoire,CIV,1987,0.0,,
1992,Cote d'Ivoire,CIV,1988,1000.0,,
1993,Cote d'Ivoire,CIV,1989,1000.0,,
1994,Cote d'Ivoire,CIV,1990,3000.0,,
1995,Cote d'Ivoire,CIV,1991,3000.0,,
1996,Cote d'Ivoire,CIV,1992,5000.0,,
1997,Cote d'Ivoire,CIV,1993,5000.0,,
1998,Cote d'Ivoire,CIV,1994,3000.0,,
1999,Cote d'Ivoire,CIV,1995,2000.0,,
2000,Cote d'Ivoire,CIV,1996,3000.0,,
2001,Cote d'Ivoire,CIV,1997,3000.0,,
2002,Cote d'Ivoire,CIV,1998,2000.0,,
2003,Cote d'Ivoire,CIV,1999,3000.0,,
2004,Cote d'Ivoire,CIV,2000,3000.0,,
2005,Cote d'Ivoire,CIV,2001,2000.0,,
2006,Cote d'Ivoire,CIV,2002,2000.0,,
2007,Cote d'Ivoire,CIV,2003,1000.0,,
2008,Cote d'Ivoire,CIV,2004,1000.0,,
2009,Cote d'Ivoire,CIV,2005,0.0,,
2010,Cote d'Ivoire,CIV,2006,1000.0,,
2011,Cote d'Ivoire,CIV,2007,1000.0,,
2012,Cote d'Ivoire,CIV,2008,1000.0,,
2013,Cote d'Ivoire,CIV,2009,1000.0,,
2014,Cote d'Ivoire,CIV,2010,1000.0,,
2015,Cote d'Ivoire,CIV,2011,1000.0,,
2016,Cote d'Ivoire,CIV,2012,1000.0,,
2017,Cote d'Ivoire,CIV,2013,1000.0,,
2018,Croatia,HRV,1992,0.0,14000.0,60000.0
2019,Croatia,HRV,1993,0.0,11000.0,56000.0
2020,Croatia,HRV,1994,0.0,7000.0,61000.0
2021,Croatia,HRV,1995,0.0,2000.0,65000.0
2022,Croatia,HRV,1996,0.0,0.0,54000.0
2023,Croatia,HRV,1997,0.0,15000.0,90000.0
2024,Croatia,HRV,1998,0.0,11000.0,123000.0
2025,Croatia,HRV,1999,0.0,14000.0,97000.0
2026,Croatia,HRV,2000,0.0,7000.0,103000.0
2027,Croatia,HRV,2001,0.0,6000.0,120000.0
2028,Croatia,HRV,2002,0.0,7000.0,211000.0
2029,Croatia,HRV,2003,0.0,3000.0,196000.0
2030,Croatia,HRV,2004,0.0,4000.0,112000.0
2031,Croatia,HRV,2005,0.0,3000.0,115000.0
2032,Croatia,HRV,2006,0.0,1000.0,172000.0
2033,Croatia,HRV,2007,0.0,0.0,126000.0
2034,Croatia,HRV,2008,0.0,3000.0,116000.0
2035,Croatia,HRV,2009,0.0,1000.0,79000.0
2036,Croatia,HRV,2010,0.0,1000.0,103000.0
2037,Croatia,HRV,2011,0.0,3000.0,95000.0
2038,Croatia,HRV,2012,0.0,3000.0,77000.0
2039,Croatia,HRV,2013,0.0,3000.0,87000.0
2040,Cuba,CUB,1961,0.0,0.0,8000.0
2041,Cuba,CUB,1962,0.0,0.0,31000.0
2042,Cuba,CUB,1963,0.0,0.0,35000.0
2043,Cuba,CUB,1964,0.0,0.0,53000.0
2044,Cuba,CUB,1965,0.0,0.0,25000.0
2045,Cuba,CUB,1966,0.0,0.0,33000.0
2046,Cuba,CUB,1967,0.0,0.0,35000.0
2047,Cuba,CUB,1968,0.0,0.0,20000.0
2048,Cuba,CUB,1969,0.0,0.0,30000.0
2049,Cuba,CUB,1970,0.0,0.0,10000.0
2050,Cuba,CUB,1971,0.0,0.0,20000.0
2051,Cuba,CUB,1972,0.0,0.0,25000.0
2052,Cuba,CUB,1973,0.0,0.0,20000.0
2053,Cuba,CUB,1974,0.0,0.0,20000.0
2054,Cuba,CUB,1975,0.0,0.0,20000.0
2055,Cuba,CUB,1976,0.0,0.0,20000.0
2056,Cuba,CUB,1977,0.0,0.0,10000.0
2057,Cuba,CUB,1978,0.0,0.0,5000.0
2058,Cuba,CUB,1979,0.0,0.0,0.0
2059,Cuba,CUB,1980,0.0,0.0,0.0
2060,Cuba,CUB,1981,0.0,0.0,1000.0
2061,Cuba,CUB,1982,0.0,0.0,0.0
2062,Cuba,CUB,1983,0.0,0.0,18000.0
2063,Cuba,CUB,1984,0.0,0.0,20000.0
2064,Cuba,CUB,1985,0.0,0.0,16000.0
2065,Cuba,CUB,1986,0.0,0.0,20000.0
2066,Cuba,CUB,1987,0.0,0.0,5000.0
2067,Cuba,CUB,1988,0.0,0.0,10000.0
2068,Cuba,CUB,1989,0.0,0.0,3000.0
2069,Cuba,CUB,1990,0.0,0.0,3000.0
2070,Cuba,CUB,1991,0.0,0.0,4000.0
2071,Cuba,CUB,1992,0.0,0.0,7000.0
2072,Cuba,CUB,1993,0.0,0.0,5000.0
2073,Cuba,CUB,1994,0.0,0.0,4000.0
2074,Cuba,CUB,1995,1000.0,0.0,0.0
2075,Cuba,CUB,1996,1000.0,0.0,0.0
2076,Cuba,CUB,1997,2000.0,0.0,0.0
2077,Cuba,CUB,1998,3000.0,0.0,0.0
2078,Cuba,CUB,1999,4000.0,0.0,10000.0
2079,Cuba,CUB,2000,5000.0,0.0,26000.0
2080,Cuba,CUB,2001,6000.0,1000.0,52000.0
2081,Cuba,CUB,2002,1000.0,12000.0,72000.0
2082,Cuba,CUB,2003,1000.0,14000.0,72000.0
2083,Cuba,CUB,2004,1000.0,14000.0,72000.0
2084,Cuba,CUB,2005,20000.0,22000.0,72000.0
2085,Cuba,CUB,2006,29000.0,17000.0,100000.0
2086,Cuba,CUB,2007,13000.0,17000.0,143000.0
2087,Cuba,CUB,2008,72000.0,5000.0,66000.0
2088,Cuba,CUB,2009,65000.0,13000.0,63000.0
2089,Cuba,CUB,2010,56000.0,11000.0,94000.0
2090,Cuba,CUB,2011,63000.0,13000.0,101000.0
2091,Cuba,CUB,2012,70000.0,5000.0,72000.0
2092,Cuba,CUB,2013,71000.0,5000.0,80000.0
2093,Cyprus,CYP,1961,0.0,0.0,
2094,Cyprus,CYP,1962,0.0,0.0,
2095,Cyprus,CYP,1963,0.0,0.0,
2096,Cyprus,CYP,1964,0.0,0.0,
2097,Cyprus,CYP,1965,0.0,0.0,
2098,Cyprus,CYP,1966,0.0,0.0,
2099,Cyprus,CYP,1967,0.0,0.0,
2100,Cyprus,CYP,1968,0.0,0.0,
2101,Cyprus,CYP,1969,0.0,0.0,
2102,Cyprus,CYP,1970,0.0,0.0,
2103,Cyprus,CYP,1971,0.0,0.0,
2104,Cyprus,CYP,1972,0.0,0.0,
2105,Cyprus,CYP,1973,0.0,0.0,
2106,Cyprus,CYP,1974,0.0,0.0,
2107,Cyprus,CYP,1975,0.0,0.0,
2108,Cyprus,CYP,1976,0.0,0.0,
2109,Cyprus,CYP,1977,0.0,0.0,
2110,Cyprus,CYP,1978,0.0,0.0,
2111,Cyprus,CYP,1979,0.0,0.0,
2112,Cyprus,CYP,1980,0.0,0.0,
2113,Cyprus,CYP,1981,0.0,0.0,
2114,Cyprus,CYP,1982,0.0,0.0,
2115,Cyprus,CYP,1983,0.0,0.0,
2116,Cyprus,CYP,1984,0.0,0.0,
2117,Cyprus,CYP,1985,0.0,0.0,
2118,Cyprus,CYP,1986,0.0,0.0,
2119,Cyprus,CYP,1987,0.0,0.0,
2120,Cyprus,CYP,1988,0.0,0.0,
2121,Cyprus,CYP,1989,0.0,0.0,
2122,Cyprus,CYP,1990,0.0,0.0,
2123,Cyprus,CYP,1991,0.0,0.0,
2124,Cyprus,CYP,1992,0.0,4000.0,
2125,Cyprus,CYP,1993,0.0,0.0,
2126,Cyprus,CYP,1994,0.0,1000.0,
2127,Cyprus,CYP,1995,0.0,7000.0,
2128,Cyprus,CYP,1996,0.0,16000.0,
2129,Cyprus,CYP,1997,0.0,11000.0,
2130,Cyprus,CYP,1998,0.0,3000.0,
2131,Cyprus,CYP,1999,0.0,6000.0,
2132,Cyprus,CYP,2000,0.0,5000.0,
2133,Cyprus,CYP,2001,0.0,5000.0,
2134,Cyprus,CYP,2002,0.0,6000.0,
2135,Cyprus,CYP,2003,0.0,4000.0,
2136,Cyprus,CYP,2004,0.0,2000.0,
2137,Cyprus,CYP,2005,0.0,1000.0,
2138,Cyprus,CYP,2006,0.0,1000.0,
2139,Cyprus,CYP,2007,0.0,3000.0,
2140,Cyprus,CYP,2008,0.0,0.0,
2141,Cyprus,CYP,2009,0.0,0.0,
2142,Cyprus,CYP,2010,0.0,0.0,
2143,Cyprus,CYP,2011,0.0,0.0,
2144,Cyprus,CYP,2012,0.0,0.0,
2145,Cyprus,CYP,2013,0.0,0.0,
2146,Czechia,CZE,1993,2000.0,,8000.0
2147,Czechia,CZE,1994,1000.0,,7000.0
2148,Czechia,CZE,1995,4000.0,,18000.0
2149,Czechia,CZE,1996,1000.0,,12000.0
2150,Czechia,CZE,1997,4000.0,,10000.0
2151,Czechia,CZE,1998,5000.0,,10000.0
2152,Czechia,CZE,1999,1000.0,,8000.0
2153,Czechia,CZE,2000,2000.0,,9000.0
2154,Czechia,CZE,2001,12000.0,,14000.0
2155,Czechia,CZE,2002,7000.0,,25000.0
2156,Czechia,CZE,2003,3000.0,,16000.0
2157,Czechia,CZE,2004,9000.0,,28000.0
2158,Czechia,CZE,2005,3000.0,,43000.0
2159,Czechia,CZE,2006,2000.0,,47000.0
2160,Czechia,CZE,2007,1000.0,,46000.0
2161,Czechia,CZE,2008,2000.0,,43000.0
2162,Czechia,CZE,2009,0.0,,37000.0
2163,Czechia,CZE,2010,5000.0,,34000.0
2164,Czechia,CZE,2011,4000.0,,39000.0
2165,Czechia,CZE,2012,1000.0,,37000.0
2166,Czechia,CZE,2013,9000.0,,38000.0
2167,Czechoslovakia,OWID_CZS,1961,,0.0,25000.0
2168,Czechoslovakia,OWID_CZS,1962,,0.0,23000.0
2169,Czechoslovakia,OWID_CZS,1963,,0.0,21000.0
2170,Czechoslovakia,OWID_CZS,1964,,0.0,25000.0
2171,Czechoslovakia,OWID_CZS,1965,,0.0,25000.0
2172,Czechoslovakia,OWID_CZS,1966,,0.0,26000.0
2173,Czechoslovakia,OWID_CZS,1967,,0.0,23000.0
2174,Czechoslovakia,OWID_CZS,1968,,0.0,22000.0
2175,Czechoslovakia,OWID_CZS,1969,,0.0,22000.0
2176,Czechoslovakia,OWID_CZS,1970,,0.0,19000.0
2177,Czechoslovakia,OWID_CZS,1971,,0.0,21000.0
2178,Czechoslovakia,OWID_CZS,1972,,0.0,18000.0
2179,Czechoslovakia,OWID_CZS,1973,,0.0,15000.0
2180,Czechoslovakia,OWID_CZS,1974,,0.0,24000.0
2181,Czechoslovakia,OWID_CZS,1975,,0.0,5000.0
2182,Czechoslovakia,OWID_CZS,1976,,0.0,19000.0
2183,Czechoslovakia,OWID_CZS,1977,,0.0,23000.0
2184,Czechoslovakia,OWID_CZS,1978,,0.0,8000.0
2185,Czechoslovakia,OWID_CZS,1979,,0.0,18000.0
2186,Czechoslovakia,OWID_CZS,1980,,0.0,36000.0
2187,Czechoslovakia,OWID_CZS,1981,,0.0,19000.0
2188,Czechoslovakia,OWID_CZS,1982,,0.0,30000.0
2189,Czechoslovakia,OWID_CZS,1983,,0.0,30000.0
2190,Czechoslovakia,OWID_CZS,1984,,0.0,31000.0
2191,Czechoslovakia,OWID_CZS,1985,,0.0,30000.0
2192,Czechoslovakia,OWID_CZS,1986,,0.0,11000.0
2193,Czechoslovakia,OWID_CZS,1987,,3000.0,12000.0
2194,Czechoslovakia,OWID_CZS,1988,,1000.0,14000.0
2195,Czechoslovakia,OWID_CZS,1989,,1000.0,24000.0
2196,Czechoslovakia,OWID_CZS,1990,,11000.0,34000.0
2197,Czechoslovakia,OWID_CZS,1991,,5000.0,14000.0
2198,Czechoslovakia,OWID_CZS,1992,,15000.0,9000.0
2199,Denmark,DNK,1961,0.0,0.0,302000.0
2200,Denmark,DNK,1962,0.0,0.0,349000.0
2201,Denmark,DNK,1963,0.0,0.0,345000.0
2202,Denmark,DNK,1964,0.0,0.0,348000.0
2203,Denmark,DNK,1965,0.0,0.0,369000.0
2204,Denmark,DNK,1966,0.0,0.0,370000.0
2205,Denmark,DNK,1967,0.0,0.0,444000.0
2206,Denmark,DNK,1968,0.0,0.0,428000.0
2207,Denmark,DNK,1969,0.0,0.0,402000.0
2208,Denmark,DNK,1970,0.0,0.0,549000.0
2209,Denmark,DNK,1971,0.0,0.0,511000.0
2210,Denmark,DNK,1972,0.0,0.0,491000.0
2211,Denmark,DNK,1973,0.0,0.0,404000.0
2212,Denmark,DNK,1974,0.0,10000.0,444000.0
2213,Denmark,DNK,1975,0.0,19000.0,400000.0
2214,Denmark,DNK,1976,0.0,16000.0,373000.0
2215,Denmark,DNK,1977,0.0,15000.0,386000.0
2216,Denmark,DNK,1978,0.0,29000.0,462000.0
2217,Denmark,DNK,1979,0.0,23000.0,453000.0
2218,Denmark,DNK,1980,0.0,11000.0,321000.0
2219,Denmark,DNK,1981,0.0,47000.0,163000.0
2220,Denmark,DNK,1982,0.0,32000.0,153000.0
2221,Denmark,DNK,1983,0.0,40000.0,139000.0
2222,Denmark,DNK,1984,0.0,49000.0,114000.0
2223,Denmark,DNK,1985,0.0,59000.0,49000.0
2224,Denmark,DNK,1986,0.0,44000.0,22000.0
2225,Denmark,DNK,1987,0.0,44000.0,17000.0
2226,Denmark,DNK,1988,0.0,7000.0,53000.0
2227,Denmark,DNK,1989,0.0,8000.0,61000.0
2228,Denmark,DNK,1990,0.0,2000.0,56000.0
2229,Denmark,DNK,1991,0.0,3000.0,31000.0
2230,Denmark,DNK,1992,0.0,19000.0,57000.0
2231,Denmark,DNK,1993,0.0,22000.0,48000.0
2232,Denmark,DNK,1994,0.0,11000.0,62000.0
2233,Denmark,DNK,1995,0.0,57000.0,66000.0
2234,Denmark,DNK,1996,0.0,54000.0,67000.0
2235,Denmark,DNK,1997,0.0,13000.0,64000.0
2236,Denmark,DNK,1998,0.0,15000.0,75000.0
2237,Denmark,DNK,1999,0.0,20000.0,78000.0
2238,Denmark,DNK,2000,0.0,24000.0,85000.0
2239,Denmark,DNK,2001,0.0,24000.0,87000.0
2240,Denmark,DNK,2002,0.0,57000.0,93000.0
2241,Denmark,DNK,2003,0.0,13000.0,111000.0
2242,Denmark,DNK,2004,0.0,13000.0,88000.0
2243,Denmark,DNK,2005,0.0,13000.0,91000.0
2244,Denmark,DNK,2006,0.0,13000.0,92000.0
2245,Denmark,DNK,2007,0.0,13000.0,93000.0
2246,Denmark,DNK,2008,0.0,42000.0,52000.0
2247,Denmark,DNK,2009,0.0,23000.0,73000.0
2248,Denmark,DNK,2010,0.0,33000.0,70000.0
2249,Denmark,DNK,2011,0.0,16000.0,65000.0
2250,Denmark,DNK,2012,0.0,10000.0,78000.0
2251,Denmark,DNK,2013,0.0,13000.0,0.0
2252,Dominica,DMA,1961,0.0,,
2253,Dominica,DMA,1962,0.0,,
2254,Dominica,DMA,1963,0.0,,
2255,Dominica,DMA,1964,0.0,,
2256,Dominica,DMA,1965,0.0,,
2257,Dominica,DMA,1966,0.0,,
2258,Dominica,DMA,1967,0.0,,
2259,Dominica,DMA,1968,0.0,,
2260,Dominica,DMA,1969,0.0,,
2261,Dominica,DMA,1970,0.0,,
2262,Dominica,DMA,1971,0.0,,
2263,Dominica,DMA,1972,0.0,,
2264,Dominica,DMA,1973,0.0,,
2265,Dominica,DMA,1974,0.0,,
2266,Dominica,DMA,1975,0.0,,
2267,Dominica,DMA,1976,0.0,,
2268,Dominica,DMA,1977,0.0,,
2269,Dominica,DMA,1978,0.0,,
2270,Dominica,DMA,1979,0.0,,
2271,Dominica,DMA,1980,0.0,,
2272,Dominica,DMA,1981,0.0,,
2273,Dominica,DMA,1982,0.0,,
2274,Dominica,DMA,1983,0.0,,
2275,Dominica,DMA,1984,0.0,,
2276,Dominica,DMA,1985,0.0,,
2277,Dominica,DMA,1986,0.0,,
2278,Dominica,DMA,1987,0.0,,
2279,Dominica,DMA,1988,0.0,,
2280,Dominica,DMA,1989,0.0,,
2281,Dominica,DMA,1990,0.0,,
2282,Dominica,DMA,1991,0.0,,
2283,Dominica,DMA,1992,0.0,,
2284,Dominica,DMA,1993,0.0,,
2285,Dominica,DMA,1994,0.0,,
2286,Dominica,DMA,1995,0.0,,
2287,Dominica,DMA,1996,0.0,,
2288,Dominica,DMA,1997,0.0,,
2289,Dominica,DMA,1998,0.0,,
2290,Dominica,DMA,1999,0.0,,
2291,Dominica,DMA,2000,0.0,,
2292,Dominica,DMA,2001,0.0,,
2293,Dominica,DMA,2002,0.0,,
2294,Dominica,DMA,2003,0.0,,
2295,Dominica,DMA,2004,0.0,,
2296,Dominica,DMA,2005,0.0,,
2297,Dominica,DMA,2006,0.0,,
2298,Dominica,DMA,2007,0.0,,
2299,Dominica,DMA,2008,0.0,,
2300,Dominica,DMA,2009,0.0,,
2301,Dominica,DMA,2010,0.0,,
2302,Dominica,DMA,2011,0.0,,
2303,Dominica,DMA,2012,0.0,,
2304,Dominica,DMA,2013,0.0,,
2305,Dominican Republic,DOM,1961,,,0.0
2306,Dominican Republic,DOM,1962,,,0.0
2307,Dominican Republic,DOM,1963,,,0.0
2308,Dominican Republic,DOM,1964,,,0.0
2309,Dominican Republic,DOM,1965,,,0.0
2310,Dominican Republic,DOM,1966,,,0.0
2311,Dominican Republic,DOM,1967,,,0.0
2312,Dominican Republic,DOM,1968,,,0.0
2313,Dominican Republic,DOM,1969,,,1000.0
2314,Dominican Republic,DOM,1970,,,0.0
2315,Dominican Republic,DOM,1971,,,3000.0
2316,Dominican Republic,DOM,1972,,,9000.0
2317,Dominican Republic,DOM,1973,,,10000.0
2318,Dominican Republic,DOM,1974,,,10000.0
2319,Dominican Republic,DOM,1975,,,14000.0
2320,Dominican Republic,DOM,1976,,,28000.0
2321,Dominican Republic,DOM,1977,,,10000.0
2322,Dominican Republic,DOM,1978,,,23000.0
2323,Dominican Republic,DOM,1979,,,1000.0
2324,Dominican Republic,DOM,1980,,,36000.0
2325,Dominican Republic,DOM,1981,,,32000.0
2326,Dominican Republic,DOM,1982,,,22000.0
2327,Dominican Republic,DOM,1983,,,19000.0
2328,Dominican Republic,DOM,1984,,,23000.0
2329,Dominican Republic,DOM,1985,,,26000.0
2330,Dominican Republic,DOM,1986,,,49000.0
2331,Dominican Republic,DOM,1987,,,48000.0
2332,Dominican Republic,DOM,1988,,,27000.0
2333,Dominican Republic,DOM,1989,,,43000.0
2334,Dominican Republic,DOM,1990,,,22000.0
2335,Dominican Republic,DOM,1991,,,32000.0
2336,Dominican Republic,DOM,1992,,,39000.0
2337,Dominican Republic,DOM,1993,,,34000.0
2338,Dominican Republic,DOM,1994,,,0.0
2339,Dominican Republic,DOM,1995,,,0.0
2340,Dominican Republic,DOM,1996,,,1000.0
2341,Dominican Republic,DOM,1997,,,0.0
2342,Dominican Republic,DOM,1998,,,0.0
2343,Dominican Republic,DOM,1999,,,0.0
2344,Dominican Republic,DOM,2000,,,0.0
2345,Dominican Republic,DOM,2001,,,0.0
2346,Dominican Republic,DOM,2002,,,0.0
2347,Dominican Republic,DOM,2003,,,0.0
2348,Dominican Republic,DOM,2004,,,0.0
2349,Dominican Republic,DOM,2005,,,0.0
2350,Dominican Republic,DOM,2006,,,10000.0
2351,Dominican Republic,DOM,2007,,,0.0
2352,Dominican Republic,DOM,2008,,,0.0
2353,Dominican Republic,DOM,2009,,,0.0
2354,Dominican Republic,DOM,2010,,,0.0
2355,Dominican Republic,DOM,2011,,,9000.0
2356,Dominican Republic,DOM,2012,,,1000.0
2357,Dominican Republic,DOM,2013,,,0.0
2358,Eastern Africa,,1961,6000.0,0.0,0.0
2359,Eastern Africa,,1962,7000.0,0.0,0.0
2360,Eastern Africa,,1963,7000.0,0.0,0.0
2361,Eastern Africa,,1964,8000.0,0.0,0.0
2362,Eastern Africa,,1965,9000.0,0.0,0.0
2363,Eastern Africa,,1966,9000.0,0.0,0.0
2364,Eastern Africa,,1967,10000.0,0.0,0.0
2365,Eastern Africa,,1968,16000.0,0.0,0.0
2366,Eastern Africa,,1969,13000.0,0.0,0.0
2367,Eastern Africa,,1970,20000.0,0.0,0.0
2368,Eastern Africa,,1971,19000.0,0.0,0.0
2369,Eastern Africa,,1972,24000.0,0.0,0.0
2370,Eastern Africa,,1973,22000.0,0.0,0.0
2371,Eastern Africa,,1974,22000.0,0.0,10000.0
2372,Eastern Africa,,1975,25000.0,0.0,8000.0
2373,Eastern Africa,,1976,29000.0,0.0,12000.0
2374,Eastern Africa,,1977,30000.0,0.0,22000.0
2375,Eastern Africa,,1978,31000.0,0.0,30000.0
2376,Eastern Africa,,1979,29000.0,0.0,52000.0
2377,Eastern Africa,,1980,24000.0,0.0,72000.0
2378,Eastern Africa,,1981,36000.0,0.0,82000.0
2379,Eastern Africa,,1982,33000.0,0.0,72000.0
2380,Eastern Africa,,1983,22000.0,0.0,77000.0
2381,Eastern Africa,,1984,20000.0,0.0,82000.0
2382,Eastern Africa,,1985,26000.0,0.0,82000.0
2383,Eastern Africa,,1986,22000.0,0.0,90000.0
2384,Eastern Africa,,1987,24000.0,0.0,85000.0
2385,Eastern Africa,,1988,34000.0,0.0,109000.0
2386,Eastern Africa,,1989,52000.0,0.0,122000.0
2387,Eastern Africa,,1990,59000.0,0.0,150000.0
2388,Eastern Africa,,1991,57000.0,0.0,164000.0
2389,Eastern Africa,,1992,48000.0,0.0,164000.0
2390,Eastern Africa,,1993,29000.0,0.0,137000.0
2391,Eastern Africa,,1994,24000.0,0.0,157000.0
2392,Eastern Africa,,1995,50000.0,0.0,176000.0
2393,Eastern Africa,,1996,36000.0,0.0,223000.0
2394,Eastern Africa,,1997,40000.0,0.0,185000.0
2395,Eastern Africa,,1998,57000.0,0.0,183000.0
2396,Eastern Africa,,1999,53000.0,0.0,195000.0
2397,Eastern Africa,,2000,80000.0,0.0,201000.0
2398,Eastern Africa,,2001,78000.0,0.0,226000.0
2399,Eastern Africa,,2002,76000.0,0.0,260000.0
2400,Eastern Africa,,2003,79000.0,31000.0,259000.0
2401,Eastern Africa,,2004,56000.0,36000.0,227000.0
2402,Eastern Africa,,2005,117000.0,29000.0,239000.0
2403,Eastern Africa,,2006,86000.0,39000.0,202000.0
2404,Eastern Africa,,2007,127000.0,25000.0,228000.0
2405,Eastern Africa,,2008,160000.0,30000.0,121000.0
2406,Eastern Africa,,2009,180000.0,38000.0,118000.0
2407,Eastern Africa,,2010,189000.0,36000.0,114000.0
2408,Eastern Africa,,2011,189000.0,38000.0,122000.0
2409,Eastern Africa,,2012,233000.0,50000.0,112000.0
2410,Eastern Africa,,2013,220000.0,55000.0,129000.0
2411,Eastern Asia,,1961,3920000.0,191000.0,2620000.0
2412,Eastern Asia,,1962,3996000.0,200000.0,2773000.0
2413,Eastern Asia,,1963,4385000.0,222000.0,3100000.0
2414,Eastern Asia,,1964,4571000.0,241000.0,3225000.0
2415,Eastern Asia,,1965,4070000.0,234000.0,3387000.0
2416,Eastern Asia,,1966,5183000.0,362000.0,3902000.0
2417,Eastern Asia,,1967,5423000.0,335000.0,4084000.0
2418,Eastern Asia,,1968,5278000.0,305000.0,4146000.0
2419,Eastern Asia,,1969,5148000.0,247000.0,4520000.0
2420,Eastern Asia,,1970,5573000.0,274000.0,5311000.0
2421,Eastern Asia,,1971,5750000.0,285000.0,5214000.0
2422,Eastern Asia,,1972,5178000.0,233000.0,5208000.0
2423,Eastern Asia,,1973,5884000.0,288000.0,5287000.0
2424,Eastern Asia,,1974,5515000.0,277000.0,5563000.0
2425,Eastern Asia,,1975,5409000.0,235000.0,5586000.0
2426,Eastern Asia,,1976,5262000.0,242000.0,5703000.0
2427,Eastern Asia,,1977,5146000.0,282000.0,6224000.0
2428,Eastern Asia,,1978,5253000.0,278000.0,7057000.0
2429,Eastern Asia,,1979,5301000.0,315000.0,7394000.0
2430,Eastern Asia,,1980,5593000.0,323000.0,7816000.0
2431,Eastern Asia,,1981,5685000.0,361000.0,8597000.0
2432,Eastern Asia,,1982,5519000.0,384000.0,9426000.0
2433,Eastern Asia,,1983,5421000.0,421000.0,10019000.0
2434,Eastern Asia,,1984,5542000.0,471000.0,9581000.0
2435,Eastern Asia,,1985,5485000.0,780000.0,9721000.0
2436,Eastern Asia,,1986,6015000.0,580000.0,10369000.0
2437,Eastern Asia,,1987,6294000.0,580000.0,10803000.0
2438,Eastern Asia,,1988,6397000.0,575000.0,10618000.0
2439,Eastern Asia,,1989,6063000.0,500000.0,10716000.0
2440,Eastern Asia,,1990,6244000.0,355000.0,10332000.0
2441,Eastern Asia,,1991,5483000.0,305000.0,10405000.0
2442,Eastern Asia,,1992,6184000.0,305000.0,10363000.0
2443,Eastern Asia,,1993,7279000.0,920000.0,13147000.0
2444,Eastern Asia,,1994,8377000.0,821000.0,13454000.0
2445,Eastern Asia,,1995,7442000.0,576000.0,13027000.0
2446,Eastern Asia,,1996,7639000.0,435000.0,15155000.0
2447,Eastern Asia,,1997,9014000.0,435000.0,15751000.0
2448,Eastern Asia,,1998,7495000.0,531000.0,17372000.0
2449,Eastern Asia,,1999,6274000.0,1583000.0,18229000.0
2450,Eastern Asia,,2000,6914000.0,2137000.0,22788000.0
2451,Eastern Asia,,2001,6803000.0,2782000.0,26168000.0
2452,Eastern Asia,,2002,6301000.0,2050000.0,28395000.0
2453,Eastern Asia,,2003,6567000.0,3066000.0,32748000.0
2454,Eastern Asia,,2004,6621000.0,3745000.0,33531000.0
2455,Eastern Asia,,2005,7010000.0,3169000.0,37011000.0
2456,Eastern Asia,,2006,6898000.0,3369000.0,39532000.0
2457,Eastern Asia,,2007,6799000.0,3561000.0,41052000.0
2458,Eastern Asia,,2008,6886000.0,3751000.0,43546000.0
2459,Eastern Asia,,2009,7026000.0,4964000.0,47836000.0
2460,Eastern Asia,,2010,7165000.0,9159000.0,54812000.0
2461,Eastern Asia,,2011,6895000.0,6154000.0,59296000.0
2462,Eastern Asia,,2012,6902000.0,7165000.0,62503000.0
2463,Eastern Asia,,2013,6906000.0,9664000.0,64196000.0
2464,Eastern Europe,,1961,50000.0,51000.0,131000.0
2465,Eastern Europe,,1962,50000.0,55000.0,215000.0
2466,Eastern Europe,,1963,55000.0,59000.0,341000.0
2467,Eastern Europe,,1964,50000.0,60000.0,332000.0
2468,Eastern Europe,,1965,60000.0,78000.0,277000.0
2469,Eastern Europe,,1966,60000.0,115000.0,329000.0
2470,Eastern Europe,,1967,65000.0,86000.0,463000.0
2471,Eastern Europe,,1968,65000.0,97000.0,473000.0
2472,Eastern Europe,,1969,71000.0,79000.0,519000.0
2473,Eastern Europe,,1970,71000.0,83000.0,381000.0
